,Campaign #1,Campaign #2,Campaign #3,Campaign #4,Campaign #5,Campaign #6,Cluster
571,0,0,0,0,0,0,Casual Client
572,1,1,0,1,0,1,Good Client
573,0,0,0,0,0,0,Casual Client
574,0,0,0,0,0,0,Casual Client
575,0,0,0,0,0,0,Casual Client
576,0,0,0,0,0,0,Potential Good Client
577,0,0,0,1,0,0,Potential Good Client
578,0,0,0,0,0,0,Potential Good Client
579,0,0,0,0,0,0,Casual Client
580,0,0,0,0,0,0,Casual Client
581,0,0,0,0,0,0,Casual Client
582,0,0,0,0,0,0,Casual Client
583,1,0,1,0,1,1,Super Client
584,0,0,0,0,0,0,Good Client
585,0,0,0,1,0,0,Potential Good Client
586,0,0,0,0,0,0,Casual Client
587,0,0,0,0,0,1,Casual Client
588,1,0,0,0,1,1,Super Client
589,0,0,0,0,0,0,Super Client
590,0,0,0,0,0,0,Casual Client
591,0,0,0,0,0,0,Good Client
592,0,0,0,0,0,1,Casual Client
593,0,0,0,0,0,0,Casual Client
594,0,0,0,0,0,0,Casual Client
595,0,0,0,0,0,0,Casual Client
596,0,0,0,0,0,0,Casual Client
597,0,0,0,0,0,0,Casual Client
598,0,0,0,0,0,0,Good Client
599,0,0,0,0,0,0,Super Client
600,0,0,0,0,0,0,Potential Good Client
601,0,0,0,0,0,0,Potential Good Client
602,0,0,0,0,0,1,Potential Good Client
603,0,0,0,0,0,0,Casual Client
604,0,0,0,0,0,0,Casual Client
605,0,0,0,0,0,0,Casual Client
606,1,0,0,0,0,0,Super Client
607,0,0,0,0,0,0,Casual Client
608,0,0,0,0,0,0,Potential Good Client
609,0,0,0,0,0,0,Casual Client
610,0,0,0,0,0,0,Casual Client
611,0,0,0,0,0,1,Good Client
612,0,0,0,0,0,0,Potential Good Client
613,0,0,0,0,0,0,Casual Client
614,0,0,0,0,0,0,Casual Client
615,0,0,0,0,0,0,Casual Client
616,0,0,0,0,0,0,Potential Good Client
617,0,0,0,0,0,0,Potential Good Client
618,0,0,0,0,0,0,Casual Client
619,0,0,0,1,1,0,Super Client
620,0,0,0,0,0,0,Casual Client
621,1,0,0,0,0,0,Super Client
622,0,0,0,0,0,0,Casual Client
623,0,0,0,0,0,0,Super Client
624,0,0,0,0,0,1,Good Client
625,0,0,0,0,0,0,Potential Good Client
626,0,0,0,0,0,0,Casual Client
627,0,0,0,0,0,0,Good Client
628,0,0,0,0,0,0,Good Client
629,0,0,0,0,0,0,Super Client
630,0,0,1,0,0,1,Casual Client
631,0,0,0,0,0,1,Super Client
632,0,0,0,0,0,0,Casual Client
633,0,0,0,0,0,0,Super Client
634,0,0,0,0,0,0,Good Client
635,0,0,0,0,0,1,Good Client
636,0,0,1,0,0,0,Good Client
637,0,0,0,0,0,0,Good Client
638,0,0,0,0,0,0,Super Client
639,0,0,0,0,0,0,Good Client
640,0,0,1,0,0,0,Good Client
641,0,0,0,1,1,1,Super Client
642,0,0,0,0,0,0,Potential Good Client
643,1,0,0,0,1,1,Super Client
644,0,0,0,0,0,0,Casual Client
645,0,0,0,0,0,0,Good Client
646,0,0,0,0,0,0,Good Client
647,0,0,0,1,0,0,Super Client
648,0,0,0,0,0,0,Casual Client
649,0,0,0,0,0,0,Good Client
650,0,0,0,0,0,0,Casual Client
651,0,0,0,0,0,0,Potential Good Client
652,0,0,0,0,0,0,Casual Client
653,0,0,0,0,0,0,Casual Client
654,0,0,0,0,0,0,Casual Client
655,0,0,0,0,0,0,Good Client
656,0,0,1,0,0,0,Potential Good Client
657,0,0,0,0,0,0,Potential Good Client
658,0,0,0,0,0,0,Casual Client
659,0,0,0,0,0,0,Super Client
660,0,0,0,0,0,0,Casual Client
661,0,0,0,0,0,0,Casual Client
662,0,0,0,0,0,0,Casual Client
663,0,0,0,0,0,0,Casual Client
664,0,0,0,0,0,0,Casual Client
665,0,0,0,0,0,0,Casual Client
666,0,0,0,0,0,0,Casual Client
667,0,0,0,0,0,0,Good Client
668,0,0,0,0,0,0,Potential Good Client
669,0,0,0,0,0,0,Good Client
670,0,0,0,0,0,0,Good Client
671,0,0,0,0,0,0,Good Client
672,0,0,0,0,0,0,Casual Client
673,1,0,0,0,0,1,Good Client
674,0,0,0,0,0,0,Super Client
675,0,0,1,0,0,1,Casual Client
676,0,0,0,0,0,0,Super Client
677,0,0,0,0,0,0,Good Client
678,0,0,0,0,0,0,Super Client
679,0,0,0,0,0,0,Good Client
680,0,0,0,0,0,0,Casual Client
681,0,0,0,0,0,0,Super Client
682,0,0,0,0,0,0,Good Client
683,0,0,0,0,0,1,Super Client
684,0,0,0,0,0,0,Good Client
685,1,0,0,0,1,0,Super Client
686,0,0,0,0,0,0,Super Client
687,0,0,0,1,0,1,Potential Good Client
688,0,0,0,0,0,0,Super Client
689,0,0,0,0,0,0,Potential Good Client
690,0,0,0,0,0,0,Casual Client
691,0,0,0,0,0,1,Potential Good Client
692,0,0,0,0,0,0,Casual Client
693,0,0,0,0,0,0,Casual Client
694,0,0,0,0,0,1,Casual Client
695,0,0,0,0,0,0,Good Client
696,1,0,0,0,0,0,Super Client
697,0,0,0,0,0,0,Good Client
698,0,0,0,0,0,0,Good Client
699,0,0,1,0,0,0,Good Client
700,1,0,0,1,1,1,Super Client
701,0,0,0,0,0,0,Potential Good Client
702,0,0,1,0,1,0,Super Client
703,0,0,0,0,0,0,Casual Client
704,0,0,0,0,0,0,Good Client
705,0,0,1,0,0,0,Good Client
706,0,0,1,0,0,1,Casual Client
707,0,0,0,0,0,0,Casual Client
708,0,0,0,0,0,0,Good Client
709,0,0,0,0,0,0,Casual Client
710,0,0,0,0,0,0,Good Client
711,0,0,0,0,0,0,Casual Client
712,0,0,0,0,0,0,Super Client
713,0,0,0,0,1,1,Super Client
714,0,0,0,0,0,0,Casual Client
715,0,0,0,0,0,0,Good Client
716,0,0,0,0,0,0,Casual Client
717,0,0,0,0,0,0,Good Client
718,0,0,0,0,0,0,Good Client
719,0,0,0,0,0,0,Casual Client
720,0,0,0,0,0,0,Super Client
721,0,0,1,0,0,1,Potential Good Client
722,0,0,0,0,0,0,Casual Client
723,1,0,0,0,0,0,Super Client
724,0,0,0,0,0,0,Super Client
725,0,0,0,0,0,0,Potential Good Client
726,0,0,0,0,1,0,Super Client
727,0,0,0,0,0,0,Casual Client
728,0,0,0,0,0,0,Potential Good Client
729,0,0,0,0,0,0,Potential Good Client
730,0,0,0,0,0,0,Potential Good Client
731,1,0,0,1,1,0,Good Client
732,1,0,0,1,1,1,Super Client
733,0,0,0,0,0,0,Super Client
734,0,0,0,0,0,0,Good Client
735,0,0,0,0,0,0,Casual Client
736,0,0,0,0,0,0,Super Client
737,0,0,0,0,0,0,Good Client
738,0,0,0,0,0,0,Potential Good Client
739,0,0,0,0,0,0,Potential Good Client
740,0,0,0,0,0,0,Casual Client
741,1,0,0,0,0,0,Super Client
742,0,0,0,0,1,0,Super Client
743,0,0,0,0,0,0,Casual Client
744,0,0,0,0,0,0,Super Client
745,0,0,1,0,0,0,Casual Client
746,0,0,1,0,0,1,Super Client
747,0,0,0,0,0,0,Super Client
748,0,0,0,0,0,0,Potential Good Client
749,0,0,0,0,0,0,Super Client
750,1,0,0,1,1,1,Super Client
751,0,0,0,0,0,0,Super Client
752,0,0,0,0,0,0,Super Client
753,0,0,0,0,0,1,Good Client
754,0,0,0,0,0,0,Good Client
755,0,0,0,0,0,0,Casual Client
756,0,0,0,0,0,0,Casual Client
757,0,0,0,0,0,0,Casual Client
758,0,0,0,0,0,0,Good Client
759,0,0,0,0,0,0,Super Client
760,0,0,1,0,0,1,Casual Client
761,0,0,0,0,0,0,Super Client
762,0,0,0,0,0,0,Casual Client
763,0,0,0,0,0,0,Super Client
764,0,0,0,0,0,0,Super Client
765,0,0,0,0,0,0,Casual Client
766,0,0,0,0,0,0,Potential Good Client
767,0,0,0,0,0,0,Good Client
768,0,0,0,0,0,0,Super Client
769,0,0,0,0,0,1,Potential Good Client
770,0,0,0,0,0,0,Casual Client
771,0,0,0,0,0,0,Casual Client
772,0,0,0,0,0,0,Casual Client
773,0,0,0,0,0,0,Casual Client
774,0,0,0,0,0,0,Super Client
775,0,0,0,0,0,0,Casual Client
776,0,0,0,0,0,0,Super Client
777,0,0,0,0,0,0,Super Client
778,0,0,0,0,0,0,Casual Client
779,0,0,0,0,0,0,Casual Client
780,0,0,0,0,0,0,Casual Client
781,0,0,0,0,0,0,Casual Client
782,0,0,0,0,0,0,Casual Client
783,0,0,0,0,0,0,Potential Good Client
784,0,0,1,0,0,1,Good Client
785,0,0,1,0,0,0,Potential Good Client
786,0,0,0,0,0,0,Potential Good Client
787,0,0,0,0,0,0,Super Client
788,1,0,0,1,1,1,Good Client
789,0,0,1,0,0,0,Casual Client
790,0,0,0,0,0,0,Casual Client
791,0,0,0,0,0,0,Casual Client
792,0,0,0,1,0,0,Casual Client
793,0,0,0,0,0,0,Good Client
794,0,0,0,0,0,0,Good Client
795,0,0,0,0,0,0,Super Client
796,0,0,0,0,0,0,Casual Client
797,0,0,0,0,0,0,Good Client
798,0,0,0,0,0,0,Casual Client
799,0,0,0,0,0,0,Casual Client
800,0,0,0,0,0,0,Super Client
801,1,1,0,1,0,1,Super Client
802,0,0,0,0,0,0,Potential Good Client
803,0,0,0,0,0,0,Casual Client
804,0,0,0,0,0,0,Potential Good Client
805,0,0,0,1,0,0,Potential Good Client
806,0,0,0,0,0,0,Super Client
807,0,0,0,0,0,0,Casual Client
808,0,0,0,0,0,1,Casual Client
809,0,0,0,0,0,0,Super Client
810,0,0,0,0,0,0,Good Client
811,0,0,0,0,0,0,Super Client
812,0,0,0,0,0,0,Good Client
813,0,0,0,0,0,0,Casual Client
814,0,0,0,0,0,0,Good Client
815,0,0,0,0,0,0,Good Client
816,0,0,0,0,0,0,Casual Client
817,1,0,0,0,1,1,Super Client
818,0,0,0,0,0,0,Casual Client
819,0,1,0,0,0,1,Good Client
820,0,0,0,0,0,0,Casual Client
821,1,1,0,1,1,1,Super Client
822,0,0,0,0,0,0,Super Client
823,0,0,0,1,1,0,Good Client
824,0,0,0,0,0,0,Casual Client
825,0,0,0,0,0,0,Good Client
826,0,0,0,0,0,0,Casual Client
827,0,0,0,0,0,0,Casual Client
828,0,0,0,0,0,0,Good Client
829,0,0,0,0,0,0,Potential Good Client
830,0,0,0,0,0,0,Casual Client
831,0,0,0,0,0,0,Casual Client
832,0,0,0,0,0,0,Good Client
833,0,0,0,0,0,0,Potential Good Client
834,0,0,0,0,0,0,Super Client
835,0,0,0,0,0,0,Casual Client
836,0,0,1,0,0,0,Good Client
837,0,0,0,0,0,0,Casual Client
838,0,0,0,0,0,0,Casual Client
839,0,0,0,0,0,0,Casual Client
840,0,0,0,0,0,0,Casual Client
841,0,0,0,0,0,0,Super Client
842,0,1,1,0,1,1,Super Client
843,0,0,0,0,0,0,Super Client
844,0,0,0,0,0,0,Good Client
845,0,0,0,0,0,0,Casual Client
846,0,0,0,0,0,0,Casual Client
847,0,0,0,0,0,0,Casual Client
848,0,0,0,0,0,0,Good Client
849,1,0,1,0,0,0,Super Client
850,0,0,1,0,0,0,Casual Client
851,1,0,0,1,0,1,Potential Good Client
852,0,0,0,0,0,0,Good Client
853,0,0,0,0,0,0,Casual Client
854,0,0,0,0,0,0,Good Client
855,0,0,0,0,0,0,Casual Client
856,0,0,0,0,1,0,Super Client
857,0,0,0,0,0,0,Casual Client
858,0,0,0,0,0,0,Potential Good Client
859,0,0,0,0,0,0,Casual Client
860,0,0,0,0,0,0,Potential Good Client
861,0,0,0,0,0,0,Casual Client
862,0,0,0,0,0,0,Potential Good Client
863,0,0,0,0,0,0,Potential Good Client
864,0,0,0,0,0,0,Casual Client
865,0,0,0,0,0,0,Good Client
866,0,0,0,0,0,0,Casual Client
867,0,1,0,1,0,0,Good Client
868,0,0,0,1,0,0,Good Client
869,0,0,0,0,0,0,Casual Client
870,0,0,0,0,0,0,Casual Client
871,0,0,0,0,0,0,Good Client
872,1,0,1,0,1,0,Super Client
873,0,0,0,0,0,0,Potential Good Client
874,0,0,0,0,0,0,Casual Client
875,0,0,0,0,0,0,Super Client
876,0,0,0,0,0,0,Casual Client
877,0,0,1,0,0,1,Casual Client
878,0,0,0,0,0,0,Casual Client
879,0,0,0,0,0,0,Casual Client
880,0,0,0,0,0,0,Casual Client
881,0,0,0,0,0,1,Super Client
882,0,0,0,0,0,0,Super Client
883,0,0,0,0,0,0,Potential Good Client
884,0,0,0,0,0,0,Casual Client
885,0,0,0,0,0,0,Potential Good Client
886,0,0,0,0,0,0,Super Client
887,0,0,1,0,0,0,Casual Client
888,0,0,0,0,0,0,Potential Good Client
889,0,0,0,0,0,0,Super Client
890,0,0,0,0,0,0,Casual Client
891,0,0,1,0,0,1,Good Client
892,0,0,0,0,0,0,Good Client
893,0,0,0,0,0,1,Good Client
894,0,0,0,0,0,0,Super Client
895,0,0,0,0,0,0,Potential Good Client
896,0,0,0,0,0,0,Casual Client
897,0,0,0,0,0,0,Super Client
898,0,0,0,0,0,0,Casual Client
899,0,0,0,0,0,0,Super Client
900,0,0,0,0,0,0,Good Client
901,0,0,0,0,0,0,Potential Good Client
902,0,0,0,0,0,0,Super Client
903,1,0,0,0,0,1,Super Client
904,0,0,0,0,0,0,Casual Client
905,0,0,0,0,0,0,Casual Client
906,0,0,0,0,0,0,Casual Client
907,0,0,0,0,0,0,Super Client
908,0,0,0,0,0,0,Super Client
909,0,0,0,0,0,1,Good Client
910,0,0,0,0,0,1,Casual Client
911,0,0,0,0,1,1,Super Client
912,0,0,0,0,0,0,Super Client
913,0,0,0,0,0,0,Good Client
914,0,0,0,1,1,1,Super Client
915,0,0,0,0,0,0,Casual Client
916,1,0,0,0,0,0,Super Client
917,0,1,1,0,0,0,Casual Client
918,0,0,0,0,0,0,Super Client
919,0,0,0,0,0,1,Casual Client
920,0,0,0,0,0,0,Casual Client
921,1,0,0,0,0,0,Super Client
922,0,0,0,0,0,0,Potential Good Client
923,1,0,0,0,0,0,Super Client
924,0,0,0,1,0,0,Super Client
925,0,0,0,0,0,0,Super Client
926,0,0,0,0,0,0,Super Client
927,0,0,0,0,0,0,Super Client
928,0,0,0,0,0,0,Casual Client
929,0,0,0,1,0,0,Good Client
930,0,0,0,0,0,0,Casual Client
931,0,0,0,0,0,0,Super Client
932,0,0,0,0,0,0,Casual Client
933,0,0,0,0,0,0,Super Client
934,1,0,0,0,0,0,Good Client
935,0,0,0,0,0,0,Good Client
936,0,0,0,0,0,0,Good Client
937,0,0,0,0,0,0,Good Client
938,0,0,0,0,0,0,Good Client
939,0,0,0,0,1,1,Super Client
940,1,0,0,1,1,1,Super Client
941,0,0,0,0,0,0,Casual Client
942,0,0,0,1,1,0,Good Client
943,0,0,0,0,0,0,Good Client
944,0,0,0,0,0,0,Casual Client
945,0,0,0,0,0,0,Casual Client
946,0,0,0,0,0,0,Good Client
947,0,0,0,0,0,0,Casual Client
948,0,0,1,0,0,0,Casual Client
949,0,0,0,0,0,1,Potential Good Client
950,0,0,0,0,0,0,Casual Client
951,0,0,0,0,0,0,Casual Client
952,0,0,0,0,0,0,Potential Good Client
953,0,0,0,0,0,1,Good Client
954,0,0,0,0,0,0,Good Client
955,0,0,0,0,0,0,Casual Client
956,0,0,0,0,0,0,Potential Good Client
957,0,0,0,0,0,0,Super Client
958,0,0,0,0,0,0,Good Client
959,0,0,0,0,0,1,Casual Client
960,0,0,0,0,0,0,Potential Good Client
961,0,0,0,0,0,0,Potential Good Client
962,0,0,0,0,0,0,Good Client
963,1,0,0,0,1,1,Super Client
964,0,0,0,0,0,0,Casual Client
965,0,0,0,0,0,1,Casual Client
966,0,0,0,0,0,0,Good Client
967,0,0,0,0,0,0,Super Client
968,0,0,0,0,0,0,Potential Good Client
969,0,0,0,0,0,0,Casual Client
970,0,0,0,0,0,0,Good Client
971,0,0,0,0,0,0,Super Client
972,0,0,0,0,0,0,Super Client
973,0,0,0,0,1,0,Super Client
974,0,0,0,0,0,0,Potential Good Client
975,0,0,0,0,0,0,Casual Client
976,0,0,1,0,0,0,Good Client
977,0,0,0,0,0,0,Casual Client
978,0,0,0,0,0,0,Casual Client
979,0,0,0,0,0,0,Casual Client
980,0,0,0,0,0,0,Good Client
981,1,0,0,0,1,1,Super Client
982,0,0,0,0,0,0,Potential Good Client
983,0,0,0,0,0,0,Super Client
984,1,0,1,0,1,1,Super Client
985,0,0,0,0,0,0,Super Client
986,0,0,0,0,0,0,Casual Client
987,1,1,0,1,1,1,Super Client
988,0,0,0,0,0,0,Casual Client
989,0,0,1,0,0,0,Potential Good Client
990,0,0,0,0,0,0,Good Client
991,0,0,0,0,0,0,Casual Client
992,0,0,0,0,0,0,Casual Client
993,1,0,0,0,0,0,Super Client
994,0,0,0,0,0,0,Casual Client
995,0,0,1,0,0,0,Good Client
996,0,0,0,0,0,0,Potential Good Client
997,0,0,0,1,1,1,Good Client
998,1,0,0,0,1,1,Super Client
999,1,0,1,0,0,1,Potential Good Client
1000,0,0,0,0,0,0,Casual Client
1001,0,0,0,0,0,0,Potential Good Client
1002,0,0,1,0,0,1,Good Client
1003,0,0,0,0,0,0,Good Client
1004,0,0,0,0,1,0,Super Client
1005,0,0,1,0,0,0,Casual Client
1006,0,0,0,0,0,0,Casual Client
1007,1,0,0,1,1,0,Super Client
1008,0,0,0,0,0,0,Casual Client
1009,0,0,0,0,0,0,Potential Good Client
1010,0,0,0,0,0,0,Casual Client
1011,0,0,0,0,0,0,Casual Client
1012,0,0,0,0,0,0,Good Client
1013,0,0,0,0,1,0,Super Client
1014,0,0,0,0,0,0,Casual Client
1015,0,0,0,0,0,0,Casual Client
1016,0,0,0,0,0,0,Casual Client
1017,0,0,0,0,0,0,Casual Client
1018,0,0,0,0,0,0,Casual Client
1019,0,0,0,0,0,1,Potential Good Client
1020,0,0,0,0,0,0,Casual Client
1021,0,0,0,0,0,0,Casual Client
1022,0,0,0,0,0,0,Good Client
1023,0,0,1,0,0,1,Casual Client
1024,0,0,0,0,0,0,Casual Client
1025,0,0,0,0,0,0,Casual Client
1026,0,0,0,0,0,0,Good Client
1027,0,0,0,0,1,1,Super Client
1028,0,0,0,0,0,1,Super Client
1029,0,0,0,0,0,0,Super Client
1030,0,0,0,0,0,0,Casual Client
1031,0,0,0,0,1,0,Super Client
1032,0,0,0,0,0,0,Casual Client
1033,0,0,0,0,0,0,Potential Good Client
1034,0,0,0,0,0,0,Casual Client
1035,0,0,1,0,0,1,Casual Client
1036,0,0,0,0,0,0,Good Client
1037,0,0,1,0,0,0,Good Client
1038,0,0,0,0,0,0,Casual Client
1039,1,0,0,0,0,0,Super Client
1040,0,0,0,0,0,1,Casual Client
1041,0,0,0,0,0,0,Casual Client
1042,0,0,0,0,0,0,Casual Client
1043,0,0,0,0,0,0,Super Client
1044,0,0,0,0,0,1,Potential Good Client
1045,0,0,0,1,0,0,Good Client
1046,0,0,0,0,1,0,Super Client
1047,0,0,1,0,0,0,Casual Client
1048,0,0,0,0,0,0,Super Client
1049,0,0,0,0,0,1,Casual Client
1050,0,0,0,0,0,0,Casual Client
1051,0,0,0,0,0,0,Super Client
1052,0,0,0,0,0,0,Potential Good Client
1053,0,0,0,0,0,0,Potential Good Client
1054,0,0,0,0,0,0,Super Client
1055,0,0,0,0,0,0,Super Client
1056,0,0,0,1,0,0,Potential Good Client
1057,0,0,1,0,0,0,Good Client
1058,0,0,0,0,0,1,Good Client
1059,0,0,1,0,0,0,Casual Client
1060,0,0,0,0,0,0,Good Client
1061,0,0,0,0,0,0,Casual Client
1062,1,0,1,0,0,1,Super Client
1063,0,0,0,0,0,0,Good Client
1064,0,0,0,0,0,0,Casual Client
1065,0,0,0,0,0,0,Super Client
1066,0,0,0,0,0,0,Casual Client
1067,0,0,0,0,0,0,Good Client
1068,0,0,0,0,0,0,Good Client
1069,0,0,0,0,0,0,Casual Client
1070,0,0,0,0,0,0,Good Client
1071,1,0,0,0,0,0,Super Client
1072,0,0,1,0,1,0,Super Client
1073,0,0,0,0,0,0,Casual Client
1074,0,0,0,0,0,0,Potential Good Client
1075,0,0,0,0,0,0,Casual Client
1076,0,0,0,0,0,0,Super Client
1077,0,0,0,0,0,1,Potential Good Client
1078,0,0,0,0,0,1,Super Client
1079,0,0,0,0,0,0,Casual Client
1080,1,0,0,0,0,1,Super Client
1081,0,0,0,0,0,0,Good Client
1082,0,0,0,0,0,0,Casual Client
1083,1,1,0,1,1,1,Good Client
1084,0,0,0,0,0,0,Casual Client
1085,0,0,0,0,0,1,Super Client
1086,0,0,0,0,1,0,Super Client
1087,0,0,0,0,0,0,Casual Client
1088,0,0,0,0,0,0,Super Client
1089,0,0,0,0,0,0,Casual Client
1090,0,0,0,0,0,0,Casual Client
1091,0,0,0,0,0,0,Good Client
1092,0,0,0,0,0,0,Good Client
1093,0,0,0,0,0,0,Super Client
1094,0,0,0,0,0,0,Casual Client
1095,0,0,0,0,0,0,Good Client
1096,1,0,1,0,1,1,Super Client
1097,0,0,0,0,0,0,Casual Client
1098,0,0,0,0,0,0,Potential Good Client
1099,0,0,0,0,0,0,Casual Client
1100,0,0,0,0,0,0,Casual Client
1101,1,0,0,0,0,0,Super Client
1102,0,0,0,0,0,0,Casual Client
1103,0,0,0,0,0,0,Casual Client
1104,0,0,0,1,0,0,Good Client
1105,0,0,0,0,0,0,Potential Good Client
1106,0,0,0,0,0,0,Super Client
1107,1,0,0,0,0,1,Super Client
1108,0,0,0,0,0,0,Casual Client
1109,0,0,0,1,0,0,Super Client
1110,0,0,0,0,0,0,Casual Client
1111,0,0,0,1,1,0,Good Client
1112,0,0,1,0,0,1,Casual Client
1113,0,0,1,0,0,1,Good Client
1114,0,0,0,0,0,0,Casual Client
1115,0,0,0,0,0,0,Potential Good Client
1116,0,0,0,0,0,0,Good Client
1117,0,0,0,0,0,0,Casual Client
1118,0,0,0,0,0,0,Potential Good Client
1119,0,0,0,0,0,0,Casual Client
1120,0,0,0,0,0,0,Potential Good Client
1121,0,0,0,0,0,1,Potential Good Client
1122,0,0,0,0,0,0,Good Client
1123,0,0,0,0,0,0,Casual Client
1124,0,0,0,0,0,0,Casual Client
1125,0,0,0,0,0,1,Super Client
1126,0,0,0,1,0,0,Potential Good Client
1127,0,0,0,0,0,0,Casual Client
1128,0,0,0,0,0,0,Casual Client
1129,1,0,0,0,0,0,Super Client
1130,1,0,0,1,1,1,Super Client
1131,0,0,0,0,0,0,Casual Client
1132,0,0,0,0,0,0,Potential Good Client
1133,0,0,0,0,0,1,Super Client
1134,0,0,0,0,0,0,Casual Client
1135,0,0,0,0,0,0,Potential Good Client
1136,0,0,0,0,0,0,Good Client
